RIR,Country Code,ASN Number,Allocated Date
lacnic,UY,AS20002,20010313
lacnic,CL,AS20015,20010314
lacnic,MX,AS20032,20010316
lacnic,AR,AS20043,20010319
lacnic,BR,AS20044,20010322
lacnic,AR,AS20106,20010323
lacnic,BR,AS20116,20010420
lacnic,AR,AS20117,20010326
lacnic,BR,AS20121,20090429
lacnic,,AS20142,
lacnic,MX,AS20173,20010402
lacnic,CL,AS20191,20010404
lacnic,AR,AS20207,20010405
lacnic,,AS20232,
lacnic,CO,AS20244,20010411
lacnic,UY,AS20255,20010413
lacnic,CL,AS20256,20010413
lacnic,,AS20266,
lacnic,VE,AS20297,20010420
lacnic,GT,AS20299,20010420
lacnic,AR,AS20305,20010420
lacnic,VE,AS20312,20010420
lacnic,AR,AS20321,20010423
lacnic,PE,AS20345,20010425
lacnic,CL,AS20361,20010427
lacnic,AR,AS20363,20010427
lacnic,AR,AS20418,20010504
lacnic,BR,AS21506,20130322
lacnic,MX,AS21520,20010515
lacnic,BR,AS21571,20011120
lacnic,BR,AS21574,20010607
lacnic,PE,AS21575,20010525
lacnic,CO,AS21578,20010525
lacnic,AR,AS21590,20010525
lacnic,PA,AS21599,20010530
lacnic,MX,AS21603,20010530
lacnic,BR,AS21612,20130322
lacnic,CL,AS21614,20010531
lacnic,,AS21674,
lacnic,MX,AS21692,20010608
lacnic,BR,AS21741,20010618
lacnic,CL,AS21753,20010615
lacnic,AR,AS21756,20010615
lacnic,CL,AS21765,20010618
lacnic,MX,AS21768,20010618
lacnic,AR,AS21824,20010626
lacnic,VE,AS21826,20010626
lacnic,AR,AS21838,20010627
lacnic,CL,AS21862,20010703
lacnic,PA,AS21883,20010705
lacnic,,AS21888,
lacnic,BR,AS21911,20010716
lacnic,,AS21917,
lacnic,VE,AS21980,20010720
lacnic,PA,AS22010,20010724
lacnic,MX,AS22011,20010724
lacnic,,AS22019,
lacnic,CL,AS22047,20010730
lacnic,BR,AS22055,20010806
lacnic,AR,AS22080,20010802
lacnic,BR,AS22085,20010807
lacnic,BR,AS22092,20130401
